03/09/24 13:37:47,STARTING Spatial Logger v6.1,080D,FW,Apr 18 2024,12:28:18,5405,Err:0,12.25V,0,18h,7h
datetime,LOGGER_ID,WIRELESS_ID,motion_det,tempC,hum%,AMP1ADC,AMP2ADC,batV_L,batV_NL,int-tempC,Tag_ID,Pdir,Err,ext-tempC,Line,Comment
03/09/24 13:37:53,080D,080D,0,-99.00,-1.0,3017,2936,12.25,12.24,17.9,,0,,-99.0,0
03/09/24 13:38:07,080D,080D,1,-99.00,-1.0,3045,2945,12.29,12.32,18.4,,2,,-99.0,1
03/09/24 13:38:27,080D,080D,1,-99.00,-1.0,3026,2925,12.29,12.29,18.6,,2,,-99.0,2
03/09/24 17:00:00,080D,080D,0,-99.00,-1.0,3192,2917,12.30,12.30,17.3,,0,,-99.0,3
03/09/24 21:00:00,080D,080D,0,-99.00,-1.0,3316,2926,12.29,12.29,16.0,,0,,-99.0,4
04/09/24 00:12:52,080D,080D,1,-99.00,-1.0,3358,2964,12.25,12.28,14.4,,1,,-99.0,5
04/09/24 00:12:59,080D,080D,2,-99.00,-1.0,3388,2993,12.25,12.28,14.2,,1,,-99.0,6
04/09/24 00:13:38,080D,080D,1,-99.00,-1.0,3351,2955,12.26,12.27,14.3,,2,,-99.0,7
04/09/24 00:13:48,080D,080D,2,-99.00,-1.0,3386,2989,12.26,12.27,14.5,,2,,-99.0,8
04/09/24 00:13:56,080D,080D,2,-99.00,-1.0,3380,2980,12.26,12.27,14.3,,2,,-99.0,9
04/09/24 00:17:30,080D,080D,1,-99.00,-1.0,3353,2961,12.26,12.27,14.4,,2,,-99.0,10
04/09/24 00:17:52,080D,080D,1,-99.00,-1.0,3367,2971,12.24,12.25,14.3,,2,,-99.0,11
04/09/24 00:22:46,080D,080D,1,-99.00,-1.0,3354,2960,12.26,12.27,14.5,,1,,-99.0,12
04/09/24 00:22:59,080D,080D,2,-99.00,-1.0,3389,2993,12.26,12.27,14.2,,1,,-99.0,13
04/09/24 00:23:33,080D,080D,1,-99.00,-1.0,3357,2954,12.26,12.27,14.3,,2,,-99.0,14
04/09/24 00:23:43,080D,080D,2,-99.00,-1.0,3384,2983,12.26,12.27,14.6,,1,,-99.0,15
04/09/24 00:23:44,080D,080D,2,-99.00,-1.0,3096,2957,12.26,12.27,14.3,,3,,-99.0,16
04/09/24 01:00:00,080D,080D,0,-99.00,-1.0,3337,2933,12.27,12.27,14.0,,0,,-99.0,17
04/09/24 04:34:45,080D,080D,1,-99.00,-1.0,3300,2979,12.24,12.26,12.8,,1,,-99.0,18
04/09/24 05:00:00,080D,080D,0,-99.00,-1.0,3276,2943,12.26,12.26,12.8,,0,,-99.0,19
04/09/24 09:00:00,080D,080D,0,-99.00,-1.0,3024,2952,12.26,12.26,13.2,,0,,-99.0,20
04/09/24 13:00:00,080D,080D,0,-99.00,-1.0,3002,2936,12.28,12.27,16.0,,0,,-99.0,21
04/09/24 17:00:00,080D,080D,0,-99.00,-1.0,3226,2935,12.28,12.27,16.2,,0,,-99.0,22
04/09/24 21:00:00,080D,080D,0,-99.00,-1.0,3307,2931,12.27,12.26,14.2,,0,,-99.0,23
04/09/24 21:45:28,080D,080D,1,-99.00,-1.0,3356,2977,12.23,12.26,13.7,,1,,-99.0,24
04/09/24 21:45:29,080D,080D,2,-99.00,-1.0,3143,2980,12.23,12.26,13.8,,3,,-99.0,25
04/09/24 21:45:45,080D,080D,1,-99.00,-1.0,3375,2997,12.24,12.24,13.8,,2,,-99.0,26
04/09/24 21:46:01,080D,080D,1,-99.00,-1.0,3373,2997,12.25,12.24,13.8,,2,,-99.0,27
04/09/24 21:46:09,080D,080D,2,-99.00,-1.0,3386,2995,12.25,12.24,14.0,,2,,-99.0,28
04/09/24 21:46:29,080D,080D,1,-99.00,-1.0,3362,2969,12.24,12.23,14.2,,2,,-99.0,29
04/09/24 21:46:35,080D,080D,2,-99.00,-1.0,3370,2992,12.24,12.23,13.9,,2,,-99.0,30
04/09/24 21:46:41,080D,080D,2,-99.00,-1.0,3356,2985,12.24,12.23,14.2,,2,,-99.0,31
04/09/24 21:48:10,080D,080D,1,-99.00,-1.0,3347,2955,12.22,12.26,14.0,,2,,-99.0,32
04/09/24 21:48:21,080D,080D,2,-99.00,-1.0,3393,3002,12.22,12.26,14.2,,2,,-99.0,33
04/09/24 21:48:42,080D,080D,1,-99.00,-1.0,3364,2972,12.24,12.24,13.9,,2,,-99.0,34
04/09/24 21:48:59,080D,080D,1,-99.00,-1.0,3362,2980,12.24,12.22,14.2,,2,,-99.0,35
05/09/24 01:00:00,080D,080D,0,-99.00,-1.0,3305,2947,12.25,12.24,12.3,,0,,-99.0,36
05/09/24 02:56:02,080D,080D,1,-99.00,-1.0,3289,2990,12.22,12.24,12.2,,1,,-99.0,37
05/09/24 02:56:08,080D,080D,2,-99.00,-1.0,3359,3037,12.22,12.24,12.4,,1,,-99.0,38
05/09/24 02:56:14,080D,080D,2,-99.00,-1.0,3356,3032,12.22,12.24,12.1,,1,,-99.0,39
05/09/24 05:00:00,080D,080D,0,-99.00,-1.0,3217,2953,12.24,12.24,12.3,,0,,-99.0,40
05/09/24 09:00:00,080D,080D,0,-99.00,-1.0,3102,2953,12.25,12.25,13.2,,0,,-99.0,41
05/09/24 13:00:00,080D,080D,0,-99.00,-1.0,3088,2945,12.26,12.25,15.0,,0,,-99.0,42
05/09/24 17:00:00,080D,080D,0,-99.00,-1.0,3119,2939,12.27,12.26,16.3,,0,,-99.0,43
05/09/24 21:00:00,080D,080D,0,-99.00,-1.0,3205,2937,12.27,12.27,16.6,,0,,-99.0,44
05/09/24 21:12:57,080D,080D,1,-99.00,-1.0,3237,2984,12.25,12.27,16.6,,2,,-99.0,45
