02/03/25 14:22:58,STARTING Spatial Logger v6.1,080A,FW,Apr 18 2024,12:28:18,5405,Err:0,11.24V,0,18h,7h
datetime,LOGGER_ID,WIRELESS_ID,motion_det,tempC,hum%,AMP1ADC,AMP2ADC,batV_L,batV_NL,int-tempC,Tag_ID,Pdir,Err,ext-tempC,Line,Comment
02/03/25 14:23:05,080A,080A,0,-99.00,-1.0,4095,3290,11.19,11.11,17.0,,0,,-99.0,0
02/03/25 14:23:39,080A,080A,1,-99.00,-1.0,4095,3272,11.25,11.30,17.1,,1,,-99.0,1
02/03/25 14:23:49,080A,080A,2,-99.00,-1.0,4095,3309,11.25,11.30,16.2,,1,,-99.0,2
02/03/25 14:24:20,080A,080A,1,-99.00,-1.0,4095,3273,11.21,11.29,16.8,,1,,-99.0,3
02/03/25 14:25:03,080A,080A,1,-99.00,-1.0,4095,3302,11.23,11.28,17.4,,1,,-99.0,4
02/03/25 14:25:27,080A,080A,1,-99.00,-1.0,4095,3296,11.19,11.21,17.4,,1,,-99.0,5
02/03/25 14:26:00,080A,080A,1,-99.00,-1.0,4095,3308,11.18,11.26,17.5,,1,,-99.0,6
02/03/25 14:26:21,080A,080A,1,-99.00,-1.0,4095,3294,11.16,11.21,17.4,,1,,-99.0,7
02/03/25 14:26:27,080A,080A,2,-99.00,-1.0,4095,3330,11.16,11.21,15.9,,1,,-99.0,8
02/03/25 14:26:35,080A,080A,2,-99.00,-1.0,4095,3342,11.16,11.21,17.3,,1,,-99.0,9
02/03/25 14:26:45,080A,080A,2,-99.00,-1.0,4095,3340,11.16,11.21,16.5,,1,,-99.0,10
02/03/25 14:28:04,080A,080A,1,-99.00,-1.0,4095,3194,11.21,11.18,16.0,,1,,-99.0,11
02/03/25 14:29:01,080A,080A,1,-99.00,-1.0,4095,3230,11.19,11.26,16.5,,1,,-99.0,12
02/03/25 14:29:45,080A,080A,1,-99.00,-1.0,4095,3219,11.20,11.26,17.4,,1,,-99.0,13
02/03/25 14:29:53,080A,080A,2,-99.00,-1.0,4095,3320,11.20,11.26,15.3,,1,,-99.0,14
02/03/25 14:30:06,080A,080A,2,-99.00,-1.0,4095,3324,11.20,11.26,16.9,,1,,-99.0,15
02/03/25 14:30:35,080A,080A,1,-99.00,-1.0,4095,3219,11.21,11.26,17.7,,1,,-99.0,16
02/03/25 14:30:52,080A,080A,1,-99.00,-1.0,4095,3274,11.23,11.17,17.4,,1,,-99.0,17
02/03/25 14:31:00,080A,080A,2,-99.00,-1.0,4095,3370,11.23,11.17,17.1,,1,,-99.0,18
02/03/25 14:32:23,080A,080A,1,-99.00,-1.0,4095,3247,11.06,11.27,16.9,,1,,-99.0,19
02/03/25 14:32:46,080A,080A,1,-99.00,-1.0,4095,3248,10.51,11.21,18.2,,1,,-99.0,20
02/03/25 14:33:51,080A,080A,1,-99.00,-1.0,4095,3245,11.24,11.23,18.2,,1,,-99.0,21
